==================================================================
fastsimcoal started on 26/06/2025 at 15:32:23

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
779	1	data unknown	1274.63	0	0
780	1	data unknown	1289.58	0	0
781	1	data unknown	1552.12	0	0
782	1	data unknown	3848.93	0	0
783	1	data unknown	734.665	0	0
784	1	data unknown	188.24	0	0
785	1	data unknown	1133.44	0	0
786	1	data unknown	912.956	0	0
787	1	data unknown	1752.67	0	0
788	1	data unknown	420.769	0	0
789	1	data unknown	2073.3	0	0
790	1	data unknown	3137.31	0	0
791	1	data unknown	1994.27	0	0
792	1	data unknown	1564.41	0	0
793	1	data unknown	105.774	0	0
794	1	data unknown	2021.2	0	0
795	1	data unknown	2311.54	0	0
796	1	data unknown	542.252	0	0
797	1	data unknown	2613.14	0	0
798	1	data unknown	851.006	0	0
799	1	data unknown	2018.14	0	0
800	1	data unknown	2196.37	0	0
801	1	data unknown	2211.1	0	0
802	1	data unknown	1720.44	0	0
803	1	data unknown	147.98	0	0
804	1	data unknown	1037.41	0	0
805	1	data unknown	375.755	0	0
806	1	data unknown	2092.76	0	0
807	1	data unknown	156.273	0	0
808	1	data unknown	820.145	0	0
809	1	data unknown	2801.3	0	0
810	1	data unknown	260.735	0	0
811	1	data unknown	1830.07	0	0
812	1	data unknown	841.957	0	0
813	1	data unknown	2267.94	0	0
814	1	data unknown	373.23	0	0
815	1	data unknown	347.61	0	0
816	1	data unknown	2126.69	0	0
817	1	data unknown	2111.85	0	0
818	1	data unknown	497.482	0	0
819	1	data unknown	397.408	0	0
820	1	data unknown	1020.5	0	0
821	1	data unknown	889.023	0	0
822	1	data unknown	434.166	0	0
823	1	data unknown	148.308	0	0
824	1	data unknown	2105.83	0	0
825	1	data unknown	2080.45	0	0
826	1	data unknown	1960.11	0	0
827	1	data unknown	739.09	0	0
828	1	data unknown	1210.11	0	0
829	1	data unknown	1346.92	0	0
830	1	data unknown	603.806	0	0
831	1	data unknown	222.809	0	0
832	1	data unknown	2221.13	0	0
833	1	data unknown	1359.63	0	0
834	1	data unknown	733.452	0	0
835	1	data unknown	694.016	0	0
836	1	data unknown	22.6135	0	0
837	1	data unknown	3268.68	0	0
838	1	data unknown	100.121	0	0
839	1	data unknown	2303.94	0	0
840	1	data unknown	2247.6	0	0
841	1	data unknown	2418.03	0	0
842	1	data unknown	2160.87	0	0
843	1	data unknown	2906.06	0	0
844	1	data unknown	1472.6	0	0
845	1	data unknown	1306.02	0	0
846	1	data unknown	2022.91	0	0
847	1	data unknown	2629.02	0	0
848	1	data unknown	1297.57	0	0
849	1	data unknown	508.453	0	0
850	1	data unknown	1038.93	0	0
851	1	data unknown	2330.55	0	0
852	1	data unknown	660.187	0	0
853	1	data unknown	2268.5	0	0
854	1	data unknown	2214.65	0	0
855	1	data unknown	181.129	0	0
856	1	data unknown	2285.17	0	0
857	1	data unknown	977.623	0	0
858	1	data unknown	2174.87	0	0
859	1	data unknown	63.4384	0	0
860	1	data unknown	2342.62	0	0
861	1	data unknown	2225.52	0	0
862	1	data unknown	1339.77	0	0
863	1	data unknown	712.456	0	0
864	1	data unknown	268.623	0	0
865	1	data unknown	63.1866	0	0
866	1	data unknown	1122.53	0	0
867	1	data unknown	174.416	0	0
868	1	data unknown	281.509	0	0
869	1	data unknown	1733.15	0	0
870	1	data unknown	2503.92	0	0
871	1	data unknown	190.62	0	0
872	1	data unknown	1921.54	0	0
873	1	data unknown	66.8945	0	0
874	1	data unknown	1931.75	0	0
875	1	data unknown	1183.2	0	0
876	1	data unknown	401.68	0	0
877	1	data unknown	743.05	0	0
878	1	data unknown	253.639	0	0
879	1	data unknown	2355.1	0	0
880	1	data unknown	1045.01	0	0
881	1	data unknown	443.779	0	0
882	1	data unknown	632.156	0	0
883	1	data unknown	1315.82	0	0
884	1	data unknown	2286.98	0	0
885	1	data unknown	1868.85	0	0
886	1	data unknown	1256.63	0	0
887	1	data unknown	166.504	0	0
888	1	data unknown	255.676	0	0
889	1	data unknown	1472.8	0	0
890	1	data unknown	458.832	0	0
891	1	data unknown	2475.58	0	0
892	1	data unknown	2427.44	0	0
893	1	data unknown	386.482	0	0
894	1	data unknown	1664.3	0	0
895	1	data unknown	1848.21	0	0
896	1	data unknown	25.1465	0	0
897	1	data unknown	3499.91	0	0
898	1	data unknown	2081.82	0	0
899	1	data unknown	1739.35	0	0
900	1	data unknown	861.061	0	0
901	1	data unknown	47.6151	0	0
902	1	data unknown	236.168	0	0
903	1	data unknown	2014.84	0	0
904	1	data unknown	3588.29	0	0
905	1	data unknown	1761.25	0	0
906	1	data unknown	1204.9	0	0
907	1	data unknown	355.911	0	0
908	1	data unknown	717.476	0	0
909	1	data unknown	157.669	0	0
910	1	data unknown	2143.51	0	0
911	1	data unknown	1072.69	0	0
912	1	data unknown	1939.19	0	0
913	1	data unknown	2207.1	0	0
914	1	data unknown	2088.91	0	0
915	1	data unknown	1991.84	0	0
916	1	data unknown	2018.7	0	0
917	1	data unknown	508.842	0	0
918	1	data unknown	336.815	0	0
919	1	data unknown	71.3043	0	0
920	1	data unknown	2082.49	0	0
921	1	data unknown	1757.72	0	0
922	1	data unknown	2027.06	0	0
923	1	data unknown	3089.82	0	0
924	1	data unknown	4418.04	0	0
925	1	data unknown	1584.42	0	0
926	1	data unknown	266.739	0	0
927	1	data unknown	1747.35	0	0
928	1	data unknown	1167.41	0	0
929	1	data unknown	1439.05	0	0
930	1	data unknown	343.811	0	0
931	1	data unknown	624.29	0	0
932	1	data unknown	145.134	0	0
933	1	data unknown	1329.51	0	0
934	1	data unknown	334.908	0	0
935	1	data unknown	1.52588	0	0
936	1	data unknown	1467.9	0	0
937	1	data unknown	2193.06	0	0
938	1	data unknown	571.884	0	0
939	1	data unknown	463.173	0	0
940	1	data unknown	2837.21	0	0
941	1	data unknown	350.853	0	0
942	1	data unknown	734.489	0	0
943	1	data unknown	1046.47	0	0
944	1	data unknown	414.207	0	0
945	1	data unknown	1172.9	0	0
946	1	data unknown	1273.93	0	0
947	1	data unknown	1171.95	0	0
948	1	data unknown	2661.14	0	0
949	1	data unknown	3540.96	0	0
950	1	data unknown	2345.82	0	0
951	1	data unknown	1730.96	0	0
952	1	data unknown	2699.13	0	0
953	1	data unknown	258.781	0	0
954	1	data unknown	57.9147	0	0
955	1	data unknown	2242.4	0	0
956	1	data unknown	249.741	0	0
957	1	data unknown	736.71	0	0
958	1	data unknown	1915.25	0	0
959	1	data unknown	2719.42	0	0
960	1	data unknown	2146.96	0	0
961	1	data unknown	1065.96	0	0
962	1	data unknown	326.889	0	0
963	1	data unknown	1261.31	0	0
964	1	data unknown	2099.96	0	0
965	1	data unknown	497.894	0	0
966	1	data unknown	2980.87	0	0
967	1	data unknown	1639.96	0	0
968	1	data unknown	2066.65	0	0
969	1	data unknown	2097.74	0	0
970	1	data unknown	2077.3	0	0
971	1	data unknown	2853.49	0	0
972	1	data unknown	1664.33	0	0
973	1	data unknown	2590.18	0	0
974	1	data unknown	2427.2	0	0
975	1	data unknown	2251.22	0	0
976	1	data unknown	647.026	0	0
977	1	data unknown	252.548	0	0
978	1	data unknown	867.05	0	0
979	1	data unknown	4373.89	0	0
980	1	data unknown	1618.32	0	0
981	1	data unknown	254.616	0	0
982	1	data unknown	2438.48	0	0
983	1	data unknown	375.359	0	0
984	1	data unknown	615.257	0	0
985	1	data unknown	713.821	0	0
986	1	data unknown	3021.29	0	0
987	1	data unknown	3686.05	0	0
988	1	data unknown	1842.7	0	0
989	1	data unknown	2022.95	0	0
990	1	data unknown	1370.74	0	0
991	1	data unknown	1126.82	0	0
992	1	data unknown	1009.75	0	0
993	1	data unknown	2208.04	0	0
994	1	data unknown	1898.8	0	0
995	1	data unknown	2121.11	0	0
996	1	data unknown	2125.13	0	0
997	1	data unknown	687.798	0	0
998	1	data unknown	578.369	0	0
999	1	data unknown	2156.23	0	0
1000	1	data unknown	145.546	0	0
1001	1	data unknown	3478.36	0	0
1002	1	data unknown	2776.23	0	0
1003	1	data unknown	3326.32	0	0
1004	1	data unknown	2156.66	0	0
1005	1	data unknown	367.058	0	0
1006	1	data unknown	206.337	0	0
1007	1	data unknown	2337.71	0	0
1008	1	data unknown	199.257	0	0
1009	1	data unknown	548.637	0	0
1010	1	data unknown	67.1844	0	0
1011	1	data unknown	3468.75	0	0
1012	1	data unknown	1772.76	0	0
1013	1	data unknown	3092	0	0
1014	1	data unknown	387.291	0	0
1015	1	data unknown	13.3667	0	0
1016	1	data unknown	379.974	0	0
1017	1	data unknown	73.9059	0	0
1018	1	data unknown	3279.73	0	0
1019	1	data unknown	1426.94	0	0
1020	1	data unknown	1825.2	0	0
1021	1	data unknown	885.361	0	0
1022	1	data unknown	690.14	0	0
1023	1	data unknown	961.723	0	0
1024	1	data unknown	183.624	0	0
1025	1	data unknown	2708.42	0	0
1026	1	data unknown	2271.52	0	0
1027	1	data unknown	2050.75	0	0
1028	1	data unknown	347.168	0	0
1029	1	data unknown	182.48	0	0
1030	1	data unknown	2696.15	0	0
1031	1	data unknown	1773.42	0	0
1032	1	data unknown	168.869	0	0
1033	1	data unknown	869.453	0	0
1034	1	data unknown	567.589	0	0
1035	1	data unknown	1652.31	0	0
1036	1	data unknown	829.475	0	0
1037	1	data unknown	2055.32	0	0
1038	1	data unknown	2445.97	0	0
1039	1	data unknown	938.713	0	0
1040	1	data unknown	1171.33	0	0
1041	1	data unknown	659.874	0	0
1042	1	data unknown	2204.45	0	0
1043	1	data unknown	1132.78	0	0
1044	1	data unknown	2888.29	0	0
1045	1	data unknown	2832.16	0	0
1046	1	data unknown	2021.81	0	0
1047	1	data unknown	181.122	0	0
1048	1	data unknown	2208.91	0	0
1049	1	data unknown	809.181	0	0
1050	1	data unknown	1474.78	0	0
1051	1	data unknown	2088.77	0	0
1052	1	data unknown	3002.48	0	0
1053	1	data unknown	2439.25	0	0
1054	1	data unknown	43.251	0	0
1055	1	data unknown	2433.39	0	0
1056	1	data unknown	2650.31	0	0
1057	1	data unknown	2273.11	0	0
1058	1	data unknown	1887.34	0	0
1059	1	data unknown	902.74	0	0
1060	1	data unknown	1668.27	0	0
1061	1	data unknown	3084.39	0	0
1062	1	data unknown	2711.25	0	0
1063	1	data unknown	2863.95	0	0
1064	1	data unknown	2465.41	0	0
1065	1	data unknown	1272	0	0
1066	1	data unknown	1520.77	0	0
1067	1	data unknown	2497.86	0	0
1068	1	data unknown	3055.67	0	0
1069	1	data unknown	269.081	0	0
1070	1	data unknown	2508.89	0	0
1071	1	data unknown	2005.19	0	0
1072	1	data unknown	1450.45	0	0
1073	1	data unknown	859.413	0	0
1074	1	data unknown	2041.71	0	0
1075	1	data unknown	229.012	0	0
1076	1	data unknown	1703.22	0	0
1077	1	data unknown	1520.65	0	0
1078	1	data unknown	355.438	0	0
1079	1	data unknown	936.058	0	0
1080	1	data unknown	589.546	0	0
1081	1	data unknown	2138.04	0	0
1082	1	data unknown	633.705	0	0
1083	1	data unknown	757.225	0	0
1084	1	data unknown	1213.68	0	0
1085	1	data unknown	1554.99	0	0
1086	1	data unknown	1901.48	0	0
1087	1	data unknown	3975.77	0	0
1088	1	data unknown	733.284	0	0
1089	1	data unknown	602.303	0	0
1090	1	data unknown	2145.57	0	0
1091	1	data unknown	148.773	0	0
1092	1	data unknown	499.855	0	0
1093	1	data unknown	1298.42	0	0
1094	1	data unknown	1195.05	0	0
1095	1	data unknown	153.992	0	0
1096	1	data unknown	1812.25	0	0
1097	1	data unknown	1202.47	0	0
1098	1	data unknown	2597.07	0	0
1099	1	data unknown	852.509	0	0
1100	1	data unknown	3288.37	0	0
1101	1	data unknown	475.41	0	0
1102	1	data unknown	1061.84	0	0
1103	1	data unknown	2006.24	0	0
1104	1	data unknown	1648.82	0	0
1105	1	data unknown	3380.24	0	0
1106	1	data unknown	1165.51	0	0
1107	1	data unknown	38.0096	0	0
1108	1	data unknown	2283.9	0	0
1109	1	data unknown	1850.07	0	0
1110	1	data unknown	2980.59	0	0
1111	1	data unknown	2581.46	0	0
1112	1	data unknown	83.4198	0	0
1113	1	data unknown	2653.64	0	0
1114	1	data unknown	2209.67	0	0
1115	1	data unknown	346.001	0	0
1116	1	data unknown	431.679	0	0
1117	1	data unknown	834.564	0	0
1118	1	data unknown	2063.54	0	0
1119	1	data unknown	592.369	0	0
1120	1	data unknown	1095.59	0	0
1121	1	data unknown	66.1316	0	0
1122	1	data unknown	1966.26	0	0
1123	1	data unknown	2610.95	0	0
1124	1	data unknown	289.612	0	0
1125	1	data unknown	640.465	0	0
1126	1	data unknown	2562.51	0	0
1127	1	data unknown	2388.7	0	0
1128	1	data unknown	1022	0	0
1129	1	data unknown	2310.39	0	0
1130	1	data unknown	287.445	0	0
1131	1	data unknown	2235.01	0	0
1132	1	data unknown	490.807	0	0
1133	1	data unknown	352.798	0	0
1134	1	data unknown	2308.25	0	0
1135	1	data unknown	289.574	0	0
1136	1	data unknown	2260.66	0	0
1137	1	data unknown	912.971	0	0
1138	1	data unknown	314.262	0	0
1139	1	data unknown	2226.47	0	0
1140	1	data unknown	711.029	0	0
1141	1	data unknown	3027.58	0	0
1142	1	data unknown	2278.49	0	0
1143	1	data unknown	3.33405	0	0
1144	1	data unknown	607.109	0	0
1145	1	data unknown	2019.62	0	0
1146	1	data unknown	1209.75	0	0
1147	1	data unknown	238.708	0	0
1148	1	data unknown	268.913	0	0
1149	1	data unknown	196.915	0	0
1150	1	data unknown	1248.68	0	0
1151	1	data unknown	2441.33	0	0
1152	1	data unknown	2368.8	0	0
1153	1	data unknown	938.232	0	0
1154	1	data unknown	642.059	0	0
1155	1	data unknown	1830.1	0	0
1156	1	data unknown	2549.89	0	0
1157	1	data unknown	311.394	0	0
1158	1	data unknown	1741.19	0	0
1159	1	data unknown	2185.22	0	0
1160	1	data unknown	1659.71	0	0
1161	1	data unknown	2607.69	0	0
1162	1	data unknown	944.328	0	0
1163	1	data unknown	2480.09	0	0
1164	1	data unknown	967.056	0	0
1165	1	data unknown	1390.45	0	0
1166	1	data unknown	121.536	0	0
1167	1	data unknown	1336.59	0	0
1168	1	data unknown	2331.83	0	0
1169	1	data unknown	1026.95	0	0
1170	1	data unknown	2453.24	0	0
1171	1	data unknown	1403.16	0	0
1172	1	data unknown	2184.59	0	0
1173	1	data unknown	2499.78	0	0
1174	1	data unknown	541.031	0	0
1175	1	data unknown	1547.03	0	0
1176	1	data unknown	2091.37	0	0
1177	1	data unknown	920.364	0	0
1178	1	data unknown	239.449	0	0
1179	1	data unknown	704.865	0	0
1180	1	data unknown	2095.74	0	0
1181	1	data unknown	1119.96	0	0
1182	1	data unknown	2064.96	0	0
1183	1	data unknown	1540.33	0	0
1184	1	data unknown	1941.9	0	0
1185	1	data unknown	1686.56	0	0
1186	1	data unknown	943.634	0	0
1187	1	data unknown	769.608	0	0
1188	1	data unknown	2354.92	0	0
1189	1	data unknown	684.387	0	0
1190	1	data unknown	1827.29	0	0
1191	1	data unknown	2679.76	0	0
1192	1	data unknown	2378.09	0	0
1193	1	data unknown	2364.92	0	0
1194	1	data unknown	73.8297	0	0
1195	1	data unknown	138.878	0	0
1196	1	data unknown	2973.69	0	0
1197	1	data unknown	554.649	0	0
1198	1	data unknown	888.916	0	0
1199	1	data unknown	850.685	0	0
1200	1	data unknown	1930.3	0	0
1201	1	data unknown	1426.03	0	0
1202	1	data unknown	1474.89	0	0
1203	1	data unknown	497.169	0	0
1204	1	data unknown	2029.27	0	0
1205	1	data unknown	2495.48	0	0
1206	1	data unknown	2005.29	0	0
1207	1	data unknown	2147.26	0	0
1208	1	data unknown	57.9529	0	0
1209	1	data unknown	1173.5	0	0
1210	1	data unknown	2103.36	0	0
1211	1	data unknown	807.243	0	0
1212	1	data unknown	2719.68	0	0
1213	1	data unknown	1400.83	0	0
1214	1	data unknown	1153.59	0	0
1215	1	data unknown	2942.69	0	0
1216	1	data unknown	1752.52	0	0
1217	1	data unknown	2618.64	0	0
1218	1	data unknown	606.522	0	0
1219	1	data unknown	1614.61	0	0
1220	1	data unknown	2027.91	0	0
1221	1	data unknown	744.98	0	0
1222	1	data unknown	90.7135	0	0
1223	1	data unknown	607.574	0	0
1224	1	data unknown	540.329	0	0
1225	1	data unknown	805.702	0	0
1226	1	data unknown	618.439	0	0
1227	1	data unknown	2206.91	0	0
1228	1	data unknown	222.816	0	0
1229	1	data unknown	2321.81	0	0
1230	1	data unknown	1539.38	0	0
1231	1	data unknown	114.151	0	0
1232	1	data unknown	532.249	0	0
1233	1	data unknown	3075.79	0	0
1234	1	data unknown	962.494	0	0
1235	1	data unknown	2661.37	0	0
1236	1	data unknown	2489.93	0	0
1237	1	data unknown	853.935	0	0
1238	1	data unknown	1511.76	0	0
1239	1	data unknown	771.263	0	0
1240	1	data unknown	2461.98	0	0
1241	1	data unknown	2375.61	0	0
1242	1	data unknown	1439.75	0	0
1243	1	data unknown	505.096	0	0
1244	1	data unknown	611.679	0	0
1245	1	data unknown	743.309	0	0
1246	1	data unknown	128.784	0	0
1247	1	data unknown	641.319	0	0
1248	1	data unknown	1096.12	0	0
1249	1	data unknown	2443.88	0	0
1250	1	data unknown	2574.48	0	0
1251	1	data unknown	467.171	0	0
1252	1	data unknown	919.861	0	0
1253	1	data unknown	2248.77	0	0
1254	1	data unknown	1202.55	0	0
1255	1	data unknown	2400.97	0	0
1256	1	data unknown	2003.13	0	0
1257	1	data unknown	2257.25	0	0
1258	1	data unknown	2991.67	0	0
1259	1	data unknown	1904.11	0	0
1260	1	data unknown	529.991	0	0
1261	1	data unknown	477.341	0	0
1262	1	data unknown	1592.74	0	0
1263	1	data unknown	651.855	0	0
1264	1	data unknown	1498.14	0	0
1265	1	data unknown	698.204	0	0
1266	1	data unknown	572.853	0	0
1267	1	data unknown	1044.06	0	0
1268	1	data unknown	2149.74	0	0
1269	1	data unknown	2123.56	0	0
1270	1	data unknown	1443.29	0	0
1271	1	data unknown	87.6617	0	0
1272	1	data unknown	2902.56	0	0
1273	1	data unknown	1904.91	0	0
1274	1	data unknown	1479.05	0	0
1275	1	data unknown	677.368	0	0
1276	1	data unknown	2219.58	0	0
1277	1	data unknown	2171.52	0	0
1278	1	data unknown	1281.8	0	0
1279	1	data unknown	2676.6	0	0
1280	1	data unknown	1453.63	0	0
1281	1	data unknown	1593.27	0	0
1282	1	data unknown	878.975	0	0
1283	1	data unknown	2190.27	0	0
1284	1	data unknown	1596.6	0	0
1285	1	data unknown	74.1882	0	0
1286	1	data unknown	675.819	0	0
1287	1	data unknown	2048.96	0	0
1288	1	data unknown	536.278	0	0
1289	1	data unknown	1090.93	0	0
1290	1	data unknown	222.359	0	0
1291	1	data unknown	600.624	0	0
1292	1	data unknown	298.225	0	0
1293	1	data unknown	1536.81	0	0
1294	1	data unknown	365.105	0	0
1295	1	data unknown	2501.19	0	0
1296	1	data unknown	2328.9	0	0
1297	1	data unknown	2078.35	0	0
1298	1	data unknown	403.03	0	0
1299	1	data unknown	781.815	0	0
1300	1	data unknown	731.934	0	0
1301	1	data unknown	1064.64	0	0
1302	1	data unknown	1828.03	0	0
1303	1	data unknown	52.5284	0	0
1304	1	data unknown	117.043	0	0
1305	1	data unknown	3142.47	0	0
1306	1	data unknown	1746.51	0	0
1307	1	data unknown	3684.02	0	0
1308	1	data unknown	2061.32	0	0
1309	1	data unknown	2358.3	0	0
1310	1	data unknown	1090.54	0	0
1311	1	data unknown	803.299	0	0
1312	1	data unknown	955.46	0	0
1313	1	data unknown	1011.48	0	0
1314	1	data unknown	3030.66	0	0
1315	1	data unknown	3415.76	0	0
1316	1	data unknown	790.23	0	0
1317	1	data unknown	972.404	0	0
1318	1	data unknown	922.173	0	0
1319	1	data unknown	454.75	0	0
1320	1	data unknown	297.554	0	0
1321	1	data unknown	1781.14	0	0
1322	1	data unknown	1543.05	0	0
1323	1	data unknown	117.241	0	0
1324	1	data unknown	2073.16	0	0
1325	1	data unknown	2647.82	0	0
1326	1	data unknown	712.7	0	0
1327	1	data unknown	556.183	0	0
1328	1	data unknown	1171.88	0	0
1329	1	data unknown	2787.9	0	0
1330	1	data unknown	1418.82	0	0
1331	1	data unknown	956.528	0	0
1332	1	data unknown	2345.26	0	0
1333	1	data unknown	533.394	0	0
1334	1	data unknown	77.6672	0	0
1335	1	data unknown	3112.14	0	0
1336	1	data unknown	737.389	0	0
1337	1	data unknown	252.602	0	0
1338	1	data unknown	2018.9	0	0
1339	1	data unknown	1286.12	0	0
1340	1	data unknown	649.59	0	0
1341	1	data unknown	1916.79	0	0
1342	1	data unknown	719.818	0	0
1343	1	data unknown	1777.72	0	0
1344	1	data unknown	979.309	0	0
1345	1	data unknown	1353.38	0	0
1346	1	data unknown	955.36	0	0
1347	1	data unknown	2160.07	0	0
1348	1	data unknown	4782.89	0	0
1349	1	data unknown	1012.56	0	0
1350	1	data unknown	2215.74	0	0
1351	1	data unknown	556.9	0	0
1352	1	data unknown	2268.51	0	0
1353	1	data unknown	2035.12	0	0
1354	1	data unknown	3491.72	0	0
1355	1	data unknown	2747.3	0	0
1356	1	data unknown	324.883	0	0
1357	1	data unknown	1532.87	0	0
1358	1	data unknown	2206.05	0	0
1359	1	data unknown	2359.59	0	0
1360	1	data unknown	2306.68	0	0
1361	1	data unknown	841.621	0	0
1362	1	data unknown	2169.66	0	0
1363	1	data unknown	350.815	0	0
1364	1	data unknown	286.064	0	0
1365	1	data unknown	1678.05	0	0
1366	1	data unknown	2804.38	0	0
1367	1	data unknown	841.957	0	0
1368	1	data unknown	2244.24	0	0
1369	1	data unknown	721.001	0	0
1370	1	data unknown	1014.88	0	0
1371	1	data unknown	2009.9	0	0
1372	1	data unknown	518.753	0	0
1373	1	data unknown	809.113	0	0
1374	1	data unknown	2779.97	0	0
1375	1	data unknown	1604.09	0	0
1376	1	data unknown	365.013	0	0
1377	1	data unknown	1928.54	0	0
1378	1	data unknown	2343.83	0	0
1379	1	data unknown	2399.25	0	0
1380	1	data unknown	2025.45	0	0
1381	1	data unknown	1887.6	0	0
1382	1	data unknown	1364.54	0	0
1383	1	data unknown	2069.24	0	0
1384	1	data unknown	2239.11	0	0
1385	1	data unknown	2465.23	0	0
1386	1	data unknown	653.801	0	0
1387	1	data unknown	3408.43	0	0
1388	1	data unknown	2028.82	0	0
1389	1	data unknown	434.891	0	0
1390	1	data unknown	2000.58	0	0
1391	1	data unknown	2354.57	0	0
1392	1	data unknown	2376.33	0	0
1393	1	data unknown	94.6274	0	0
1394	1	data unknown	2020.58	0	0
1395	1	data unknown	1456.56	0	0
1396	1	data unknown	1309.93	0	0
1397	1	data unknown	1428.77	0	0
1398	1	data unknown	1063.83	0	0
1399	1	data unknown	669.632	0	0
1400	1	data unknown	434.837	0	0
1401	1	data unknown	441.757	0	0
1402	1	data unknown	1672.79	0	0
1403	1	data unknown	1349.59	0	0
1404	1	data unknown	589.31	0	0
1405	1	data unknown	758.766	0	0
1406	1	data unknown	3092.13	0	0
1407	1	data unknown	2239.27	0	0
1408	1	data unknown	2092.81	0	0
1409	1	data unknown	1060.37	0	0
1410	1	data unknown	2042.42	0	0
1411	1	data unknown	1543.5	0	0
1412	1	data unknown	2349.98	0	0
1413	1	data unknown	2443.83	0	0
1414	1	data unknown	2205.11	0	0
1415	1	data unknown	2025.31	0	0
1416	1	data unknown	953.545	0	0
1417	1	data unknown	616.776	0	0
1418	1	data unknown	2093.3	0	0
1419	1	data unknown	2349.82	0	0
1420	1	data unknown	2151.01	0	0
1421	1	data unknown	695.091	0	0
1422	1	data unknown	845.779	0	0
1423	1	data unknown	209.381	0	0
1424	1	data unknown	381.966	0	0
1425	1	data unknown	1355.32	0	0
1426	1	data unknown	1055.88	0	0
1427	1	data unknown	1000.77	0	0
1428	1	data unknown	2291.79	0	0
1429	1	data unknown	2241.34	0	0
1430	1	data unknown	921.28	0	0
1431	1	data unknown	1198.78	0	0
1432	1	data unknown	3444.85	0	0
1433	1	data unknown	414.841	0	0
1434	1	data unknown	2171.95	0	0
1435	1	data unknown	2269.58	0	0
1436	1	data unknown	1931.2	0	0
1437	1	data unknown	801.422	0	0
1438	1	data unknown	1149.42	0	0
1439	1	data unknown	2893.39	0	0
1440	1	data unknown	2146.31	0	0
1441	1	data unknown	1128.07	0	0
1442	1	data unknown	733.101	0	0
1443	1	data unknown	2121.68	0	0
1444	1	data unknown	25.4898	0	0
