==================================================================
fastsimcoal started on 26/06/2025 at 15:32:23

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
4858	1	data unknown	2032.78	0	0
4859	1	data unknown	472.084	0	0
4860	1	data unknown	1202.09	0	0
4861	1	data unknown	2812.4	0	0
4862	1	data unknown	996.147	0	0
4863	1	data unknown	1176.37	0	0
4864	1	data unknown	1858.83	0	0
4865	1	data unknown	176.247	0	0
4866	1	data unknown	2102.57	0	0
4867	1	data unknown	1688.08	0	0
4868	1	data unknown	183.167	0	0
4869	1	data unknown	3487.47	0	0
4870	1	data unknown	122.307	0	0
4871	1	data unknown	1416.09	0	0
4872	1	data unknown	2135.85	0	0
4873	1	data unknown	1977.83	0	0
4874	1	data unknown	2839.72	0	0
4875	1	data unknown	2000.72	0	0
4876	1	data unknown	433.159	0	0
4877	1	data unknown	671.425	0	0
4878	1	data unknown	1639.03	0	0
4879	1	data unknown	24.292	0	0
4880	1	data unknown	2300.89	0	0
4881	1	data unknown	2400.8	0	0
4882	1	data unknown	369.339	0	0
4883	1	data unknown	10.9406	0	0
4884	1	data unknown	1628.04	0	0
4885	1	data unknown	198.746	0	0
4886	1	data unknown	1976.57	0	0
4887	1	data unknown	961.945	0	0
4888	1	data unknown	2381.55	0	0
4889	1	data unknown	2553.36	0	0
4890	1	data unknown	199.303	0	0
4891	1	data unknown	2664.99	0	0
4892	1	data unknown	1840.26	0	0
4893	1	data unknown	616.798	0	0
4894	1	data unknown	302.261	0	0
4895	1	data unknown	228.287	0	0
4896	1	data unknown	149.345	0	0
4897	1	data unknown	2853	0	0
4898	1	data unknown	454.17	0	0
4899	1	data unknown	2860.82	0	0
4900	1	data unknown	1158.71	0	0
4901	1	data unknown	2143.89	0	0
4902	1	data unknown	52.7191	0	0
4903	1	data unknown	1115.94	0	0
4904	1	data unknown	2521.86	0	0
4905	1	data unknown	3170.44	0	0
4906	1	data unknown	2066.77	0	0
4907	1	data unknown	450.02	0	0
4908	1	data unknown	2593.61	0	0
4909	1	data unknown	483.727	0	0
4910	1	data unknown	2738.89	0	0
4911	1	data unknown	3587.29	0	0
4912	1	data unknown	187.721	0	0
4913	1	data unknown	682.518	0	0
4914	1	data unknown	12.4893	0	0
4915	1	data unknown	2388.53	0	0
4916	1	data unknown	2469.65	0	0
4917	1	data unknown	3800.65	0	0
4918	1	data unknown	2925.72	0	0
4919	1	data unknown	733.795	0	0
4920	1	data unknown	553.467	0	0
4921	1	data unknown	1841.29	0	0
4922	1	data unknown	172.935	0	0
4923	1	data unknown	307.503	0	0
4924	1	data unknown	1837.25	0	0
4925	1	data unknown	2226.65	0	0
4926	1	data unknown	1393.9	0	0
4927	1	data unknown	305.206	0	0
4928	1	data unknown	352.951	0	0
4929	1	data unknown	1642.75	0	0
4930	1	data unknown	2567.62	0	0
4931	1	data unknown	2743.27	0	0
4932	1	data unknown	2204.42	0	0
4933	1	data unknown	2061.11	0	0
4934	1	data unknown	3461.86	0	0
4935	1	data unknown	121.78	0	0
4936	1	data unknown	74.9664	0	0
4937	1	data unknown	248.268	0	0
4938	1	data unknown	1185.69	0	0
4939	1	data unknown	570.267	0	0
4940	1	data unknown	2214.95	0	0
4941	1	data unknown	107.048	0	0
4942	1	data unknown	1820.44	0	0
4943	1	data unknown	381.828	0	0
4944	1	data unknown	10.025	0	0
4945	1	data unknown	2133.77	0	0
4946	1	data unknown	221.283	0	0
4947	1	data unknown	235.451	0	0
4948	1	data unknown	4215.17	0	0
4949	1	data unknown	326.134	0	0
4950	1	data unknown	816.208	0	0
4951	1	data unknown	413.139	0	0
4952	1	data unknown	352.585	0	0
4953	1	data unknown	2213.75	0	0
4954	1	data unknown	380.531	0	0
4955	1	data unknown	1480.63	0	0
4956	1	data unknown	467.812	0	0
4957	1	data unknown	175.095	0	0
4958	1	data unknown	1818.95	0	0
4959	1	data unknown	524.368	0	0
4960	1	data unknown	91.1942	0	0
4961	1	data unknown	1434.72	0	0
4962	1	data unknown	841.286	0	0
4963	1	data unknown	1107.19	0	0
4964	1	data unknown	728.127	0	0
4965	1	data unknown	3025.03	0	0
4966	1	data unknown	2195.86	0	0
4967	1	data unknown	400.368	0	0
4968	1	data unknown	1031.48	0	0
4969	1	data unknown	52.9251	0	0
4970	1	data unknown	1898.74	0	0
4971	1	data unknown	124.725	0	0
4972	1	data unknown	1182.01	0	0
4973	1	data unknown	117.874	0	0
4974	1	data unknown	263.451	0	0
4975	1	data unknown	1089.85	0	0
4976	1	data unknown	340.347	0	0
4977	1	data unknown	316.605	0	0
4978	1	data unknown	312.637	0	0
4979	1	data unknown	1835.05	0	0
4980	1	data unknown	864.983	0	0
4981	1	data unknown	735.748	0	0
4982	1	data unknown	899.605	0	0
4983	1	data unknown	2280.43	0	0
4984	1	data unknown	2133.22	0	0
4985	1	data unknown	2054.97	0	0
4986	1	data unknown	764.847	0	0
4987	1	data unknown	3088.56	0	0
4988	1	data unknown	355.629	0	0
4989	1	data unknown	1938.2	0	0
4990	1	data unknown	543.93	0	0
4991	1	data unknown	193.733	0	0
4992	1	data unknown	1393.82	0	0
4993	1	data unknown	1903.32	0	0
4994	1	data unknown	279.266	0	0
4995	1	data unknown	714.188	0	0
4996	1	data unknown	206.97	0	0
4997	1	data unknown	41.9388	0	0
4998	1	data unknown	1543.4	0	0
4999	1	data unknown	2026.41	0	0
5000	1	data unknown	29.9301	0	0
5001	1	data unknown	6.01196	0	0
5002	1	data unknown	2233.71	0	0
5003	1	data unknown	582.413	0	0
5004	1	data unknown	2105.07	0	0
5005	1	data unknown	2021.63	0	0
5006	1	data unknown	499.603	0	0
5007	1	data unknown	611.313	0	0
5008	1	data unknown	2446.04	0	0
5009	1	data unknown	84.9152	0	0
5010	1	data unknown	2090.8	0	0
5011	1	data unknown	2355.82	0	0
5012	1	data unknown	3481.12	0	0
5013	1	data unknown	2159.71	0	0
5014	1	data unknown	1810.94	0	0
5015	1	data unknown	3762.86	0	0
5016	1	data unknown	749.565	0	0
5017	1	data unknown	2257.23	0	0
5018	1	data unknown	2098.1	0	0
5019	1	data unknown	2564.8	0	0
5020	1	data unknown	245.659	0	0
5021	1	data unknown	3133.78	0	0
5022	1	data unknown	732.01	0	0
5023	1	data unknown	1197.31	0	0
5024	1	data unknown	241.821	0	0
5025	1	data unknown	2722.17	0	0
5026	1	data unknown	2553.71	0	0
5027	1	data unknown	2322.48	0	0
5028	1	data unknown	1312.43	0	0
5029	1	data unknown	1346.74	0	0
5030	1	data unknown	647.301	0	0
5031	1	data unknown	2669.16	0	0
5032	1	data unknown	2704.24	0	0
5033	1	data unknown	1073.44	0	0
5034	1	data unknown	1053.84	0	0
5035	1	data unknown	2576.67	0	0
5036	1	data unknown	2563.12	0	0
5037	1	data unknown	21.5073	0	0
5038	1	data unknown	2843.57	0	0
5039	1	data unknown	815.369	0	0
5040	1	data unknown	704.079	0	0
5041	1	data unknown	240.837	0	0
5042	1	data unknown	942.497	0	0
5043	1	data unknown	527.039	0	0
5044	1	data unknown	594.795	0	0
5045	1	data unknown	2039.9	0	0
5046	1	data unknown	1746.81	0	0
5047	1	data unknown	93.7271	0	0
5048	1	data unknown	1644.5	0	0
5049	1	data unknown	1455.79	0	0
5050	1	data unknown	2358.4	0	0
5051	1	data unknown	184.174	0	0
5052	1	data unknown	286.636	0	0
5053	1	data unknown	2690.24	0	0
5054	1	data unknown	960.922	0	0
5055	1	data unknown	2192.24	0	0
5056	1	data unknown	387.65	0	0
5057	1	data unknown	2399.61	0	0
5058	1	data unknown	2133.72	0	0
5059	1	data unknown	435.188	0	0
5060	1	data unknown	258.194	0	0
5061	1	data unknown	738.083	0	0
5062	1	data unknown	1541.44	0	0
5063	1	data unknown	2097.74	0	0
5064	1	data unknown	730.27	0	0
5065	1	data unknown	2328.02	0	0
5066	1	data unknown	2035.03	0	0
5067	1	data unknown	2163.65	0	0
5068	1	data unknown	1799.84	0	0
5069	1	data unknown	444.565	0	0
5070	1	data unknown	2030.46	0	0
5071	1	data unknown	2024.62	0	0
5072	1	data unknown	222.153	0	0
5073	1	data unknown	362.335	0	0
5074	1	data unknown	2570.17	0	0
5075	1	data unknown	2503.27	0	0
5076	1	data unknown	1815.38	0	0
5077	1	data unknown	2192.54	0	0
5078	1	data unknown	1509.19	0	0
5079	1	data unknown	2347.72	0	0
5080	1	data unknown	62.3093	0	0
5081	1	data unknown	113.869	0	0
5082	1	data unknown	1271.37	0	0
5083	1	data unknown	400.711	0	0
5084	1	data unknown	1028.44	0	0
5085	1	data unknown	972.076	0	0
5086	1	data unknown	1528.57	0	0
5087	1	data unknown	1313.99	0	0
5088	1	data unknown	202.835	0	0
5089	1	data unknown	165.878	0	0
5090	1	data unknown	303.009	0	0
5091	1	data unknown	296.692	0	0
5092	1	data unknown	1826.12	0	0
5093	1	data unknown	3319.04	0	0
5094	1	data unknown	1109.18	0	0
5095	1	data unknown	1444.77	0	0
5096	1	data unknown	646.851	0	0
5097	1	data unknown	1976.57	0	0
5098	1	data unknown	665.878	0	0
5099	1	data unknown	208.557	0	0
5100	1	data unknown	903.412	0	0
5101	1	data unknown	671.791	0	0
5102	1	data unknown	1958.92	0	0
5103	1	data unknown	459.9	0	0
5104	1	data unknown	532.501	0	0
5105	1	data unknown	1118.08	0	0
5106	1	data unknown	627.38	0	0
5107	1	data unknown	1335.17	0	0
5108	1	data unknown	1674.42	0	0
5109	1	data unknown	1060.69	0	0
5110	1	data unknown	2060.2	0	0
5111	1	data unknown	642.975	0	0
5112	1	data unknown	615.105	0	0
5113	1	data unknown	13.71	0	0
5114	1	data unknown	538.361	0	0
5115	1	data unknown	106.697	0	0
5116	1	data unknown	2102.96	0	0
5117	1	data unknown	2345.51	0	0
5118	1	data unknown	1676.91	0	0
5119	1	data unknown	309.723	0	0
5120	1	data unknown	2235.39	0	0
5121	1	data unknown	326.591	0	0
5122	1	data unknown	2517.07	0	0
5123	1	data unknown	2338.36	0	0
5124	1	data unknown	449.394	0	0
5125	1	data unknown	1971.44	0	0
5126	1	data unknown	1207.99	0	0
5127	1	data unknown	98.6023	0	0
5128	1	data unknown	1903.26	0	0
5129	1	data unknown	409.363	0	0
5130	1	data unknown	1728.59	0	0
5131	1	data unknown	1148.78	0	0
5132	1	data unknown	974.869	0	0
5133	1	data unknown	1810.49	0	0
5134	1	data unknown	761.009	0	0
5135	1	data unknown	1211.74	0	0
5136	1	data unknown	1534.29	0	0
5137	1	data unknown	1439.45	0	0
5138	1	data unknown	1139.11	0	0
5139	1	data unknown	2498.14	0	0
5140	1	data unknown	781.776	0	0
5141	1	data unknown	2342.2	0	0
5142	1	data unknown	1507.86	0	0
5143	1	data unknown	2024.49	0	0
5144	1	data unknown	3228.8	0	0
5145	1	data unknown	33.3252	0	0
5146	1	data unknown	1600.46	0	0
5147	1	data unknown	892.654	0	0
5148	1	data unknown	2287.42	0	0
5149	1	data unknown	1932.95	0	0
5150	1	data unknown	477.554	0	0
5151	1	data unknown	2168.01	0	0
5152	1	data unknown	434.486	0	0
5153	1	data unknown	791.977	0	0
5154	1	data unknown	2382.23	0	0
5155	1	data unknown	1463.53	0	0
5156	1	data unknown	3311.38	0	0
5157	1	data unknown	1904.69	0	0
5158	1	data unknown	677.292	0	0
5159	1	data unknown	2810.8	0	0
5160	1	data unknown	362.053	0	0
5161	1	data unknown	103.912	0	0
5162	1	data unknown	1030.96	0	0
5163	1	data unknown	2502.98	0	0
5164	1	data unknown	958.618	0	0
5165	1	data unknown	656.067	0	0
5166	1	data unknown	153.412	0	0
5167	1	data unknown	1990.63	0	0
5168	1	data unknown	587.158	0	0
5169	1	data unknown	3101.32	0	0
5170	1	data unknown	376.564	0	0
5171	1	data unknown	411.346	0	0
5172	1	data unknown	37.529	0	0
5173	1	data unknown	1428.79	0	0
5174	1	data unknown	259.727	0	0
5175	1	data unknown	1154.69	0	0
5176	1	data unknown	1393.49	0	0
5177	1	data unknown	1577.98	0	0
5178	1	data unknown	2017.43	0	0
5179	1	data unknown	4.23431	0	0
5180	1	data unknown	2053.38	0	0
5181	1	data unknown	2614.27	0	0
5182	1	data unknown	493.073	0	0
5183	1	data unknown	1553.49	0	0
5184	1	data unknown	2147.45	0	0
5185	1	data unknown	2389.41	0	0
5186	1	data unknown	495.75	0	0
5187	1	data unknown	989.052	0	0
5188	1	data unknown	2394	0	0
5189	1	data unknown	383.774	0	0
5190	1	data unknown	2078.52	0	0
5191	1	data unknown	4208.8	0	0
5192	1	data unknown	2418.55	0	0
5193	1	data unknown	798.546	0	0
5194	1	data unknown	2096.84	0	0
5195	1	data unknown	165.573	0	0
5196	1	data unknown	1540.34	0	0
5197	1	data unknown	2548.92	0	0
5198	1	data unknown	2041.66	0	0
5199	1	data unknown	2175.75	0	0
5200	1	data unknown	1097.3	0	0
5201	1	data unknown	2057.54	0	0
5202	1	data unknown	2206.62	0	0
5203	1	data unknown	376.831	0	0
5204	1	data unknown	3162.51	0	0
5205	1	data unknown	2856.81	0	0
5206	1	data unknown	1122.51	0	0
5207	1	data unknown	1833.87	0	0
5208	1	data unknown	3274.72	0	0
5209	1	data unknown	58.3115	0	0
5210	1	data unknown	267.044	0	0
5211	1	data unknown	52.4521	0	0
5212	1	data unknown	2268.18	0	0
5213	1	data unknown	2082.96	0	0
5214	1	data unknown	5010.26	0	0
5215	1	data unknown	1017.09	0	0
5216	1	data unknown	2829.02	0	0
5217	1	data unknown	2439.28	0	0
5218	1	data unknown	2042.75	0	0
5219	1	data unknown	2023.3	0	0
5220	1	data unknown	629.021	0	0
5221	1	data unknown	129.097	0	0
5222	1	data unknown	780.609	0	0
5223	1	data unknown	2978.13	0	0
5224	1	data unknown	2390.8	0	0
5225	1	data unknown	127.174	0	0
5226	1	data unknown	2087.46	0	0
5227	1	data unknown	2005.19	0	0
5228	1	data unknown	1349.75	0	0
5229	1	data unknown	114.738	0	0
5230	1	data unknown	1685.32	0	0
5231	1	data unknown	429.146	0	0
5232	1	data unknown	896.431	0	0
5233	1	data unknown	2743.85	0	0
5234	1	data unknown	1179.63	0	0
5235	1	data unknown	2890.99	0	0
5236	1	data unknown	2869.79	0	0
5237	1	data unknown	36.1633	0	0
5238	1	data unknown	789.055	0	0
5239	1	data unknown	808.266	0	0
5240	1	data unknown	359.337	0	0
5241	1	data unknown	56.3202	0	0
5242	1	data unknown	2081.07	0	0
5243	1	data unknown	1992.37	0	0
5244	1	data unknown	3210.01	0	0
5245	1	data unknown	1302.18	0	0
5246	1	data unknown	1181.14	0	0
5247	1	data unknown	2028.31	0	0
5248	1	data unknown	2037.65	0	0
5249	1	data unknown	3897.35	0	0
5250	1	data unknown	1103.79	0	0
5251	1	data unknown	887.886	0	0
5252	1	data unknown	884.956	0	0
5253	1	data unknown	2153.18	0	0
5254	1	data unknown	168.922	0	0
5255	1	data unknown	1219.31	0	0
5256	1	data unknown	2198.17	0	0
5257	1	data unknown	585.312	0	0
5258	1	data unknown	108.749	0	0
5259	1	data unknown	324.127	0	0
5260	1	data unknown	1145.58	0	0
5261	1	data unknown	1151.62	0	0
5262	1	data unknown	60.2264	0	0
5263	1	data unknown	1160.1	0	0
5264	1	data unknown	2437.06	0	0
5265	1	data unknown	688.53	0	0
5266	1	data unknown	664.33	0	0
5267	1	data unknown	1186.98	0	0
5268	1	data unknown	1441.43	0	0
5269	1	data unknown	601.295	0	0
5270	1	data unknown	2726.55	0	0
5271	1	data unknown	1135.71	0	0
5272	1	data unknown	1249.9	0	0
5273	1	data unknown	2874.25	0	0
5274	1	data unknown	819.717	0	0
5275	1	data unknown	25.7263	0	0
5276	1	data unknown	1258.35	0	0
5277	1	data unknown	1689.16	0	0
5278	1	data unknown	2088.58	0	0
5279	1	data unknown	1030.72	0	0
5280	1	data unknown	61.1572	0	0
5281	1	data unknown	2922.51	0	0
5282	1	data unknown	2229.27	0	0
5283	1	data unknown	256.943	0	0
5284	1	data unknown	1020.65	0	0
5285	1	data unknown	190.361	0	0
5286	1	data unknown	1266.21	0	0
5287	1	data unknown	170.921	0	0
5288	1	data unknown	129.982	0	0
5289	1	data unknown	710.564	0	0
5290	1	data unknown	2019.09	0	0
5291	1	data unknown	2665.32	0	0
5292	1	data unknown	525.566	0	0
5293	1	data unknown	1329.28	0	0
5294	1	data unknown	998.466	0	0
5295	1	data unknown	319.519	0	0
5296	1	data unknown	432.709	0	0
5297	1	data unknown	1104.94	0	0
5298	1	data unknown	0.839233	0	0
5299	1	data unknown	559.975	0	0
5300	1	data unknown	2226.33	0	0
5301	1	data unknown	609.207	0	0
5302	1	data unknown	573.677	0	0
5303	1	data unknown	2351.99	0	0
5304	1	data unknown	2113.56	0	0
5305	1	data unknown	1284.23	0	0
5306	1	data unknown	2332.96	0	0
5307	1	data unknown	277.748	0	0
5308	1	data unknown	1053.26	0	0
5309	1	data unknown	2169.87	0	0
5310	1	data unknown	67.3218	0	0
5311	1	data unknown	2810.32	0	0
5312	1	data unknown	124.092	0	0
5313	1	data unknown	907.295	0	0
5314	1	data unknown	1381.92	0	0
5315	1	data unknown	2036.21	0	0
5316	1	data unknown	2066.52	0	0
5317	1	data unknown	1344.73	0	0
5318	1	data unknown	675.751	0	0
5319	1	data unknown	10.2997	0	0
5320	1	data unknown	2602.28	0	0
5321	1	data unknown	2743.56	0	0
5322	1	data unknown	327.766	0	0
5323	1	data unknown	2595.77	0	0
5324	1	data unknown	2315.35	0	0
5325	1	data unknown	217.43	0	0
5326	1	data unknown	902.473	0	0
5327	1	data unknown	1.11389	0	0
5328	1	data unknown	255.63	0	0
5329	1	data unknown	2851.11	0	0
5330	1	data unknown	3338.36	0	0
5331	1	data unknown	621.262	0	0
5332	1	data unknown	227.478	0	0
5333	1	data unknown	466.713	0	0
5334	1	data unknown	2218.68	0	0
5335	1	data unknown	2326.84	0	0
5336	1	data unknown	3115.53	0	0
5337	1	data unknown	2221.27	0	0
5338	1	data unknown	593.506	0	0
5339	1	data unknown	7.73621	0	0
5340	1	data unknown	1049.13	0	0
5341	1	data unknown	1183.78	0	0
5342	1	data unknown	138.557	0	0
5343	1	data unknown	2694.85	0	0
5344	1	data unknown	745.59	0	0
5345	1	data unknown	775.002	0	0
5346	1	data unknown	2113.04	0	0
5347	1	data unknown	1036.53	0	0
5348	1	data unknown	7.12585	0	0
5349	1	data unknown	1521.79	0	0
5350	1	data unknown	706.36	0	0
5351	1	data unknown	482.239	0	0
5352	1	data unknown	1599.7	0	0
5353	1	data unknown	1290.46	0	0
5354	1	data unknown	2340.64	0	0
5355	1	data unknown	1118.39	0	0
5356	1	data unknown	855.888	0	0
5357	1	data unknown	2220.64	0	0
5358	1	data unknown	2576.51	0	0
5359	1	data unknown	1406.14	0	0
5360	1	data unknown	534.637	0	0
5361	1	data unknown	2175.83	0	0
5362	1	data unknown	2248.26	0	0
5363	1	data unknown	870.834	0	0
5364	1	data unknown	1027.21	0	0
5365	1	data unknown	2401.04	0	0
5366	1	data unknown	2314.87	0	0
5367	1	data unknown	536.781	0	0
5368	1	data unknown	967.949	0	0
5369	1	data unknown	3178.48	0	0
5370	1	data unknown	2287.37	0	0
5371	1	data unknown	2121.07	0	0
5372	1	data unknown	535.675	0	0
5373	1	data unknown	1251.19	0	0
5374	1	data unknown	1009.03	0	0
5375	1	data unknown	301.559	0	0
5376	1	data unknown	1797.09	0	0
5377	1	data unknown	488.22	0	0
5378	1	data unknown	187.05	0	0
5379	1	data unknown	2221.65	0	0
5380	1	data unknown	161.606	0	0
5381	1	data unknown	3468.76	0	0
5382	1	data unknown	2428.02	0	0
5383	1	data unknown	285.881	0	0
5384	1	data unknown	2721.26	0	0
5385	1	data unknown	774.384	0	0
5386	1	data unknown	47.4625	0	0
5387	1	data unknown	33.7906	0	0
5388	1	data unknown	2831.05	0	0
5389	1	data unknown	1062.35	0	0
5390	1	data unknown	220.505	0	0
5391	1	data unknown	1663.73	0	0
5392	1	data unknown	29.5105	0	0
5393	1	data unknown	556.732	0	0
5394	1	data unknown	1080.05	0	0
5395	1	data unknown	2329.83	0	0
5396	1	data unknown	411.324	0	0
5397	1	data unknown	289.352	0	0
5398	1	data unknown	1966.36	0	0
5399	1	data unknown	1084.32	0	0
5400	1	data unknown	1118.29	0	0
5401	1	data unknown	416.74	0	0
5402	1	data unknown	1024.69	0	0
5403	1	data unknown	523.453	0	0
5404	1	data unknown	2271.19	0	0
5405	1	data unknown	1139.52	0	0
5406	1	data unknown	66.185	0	0
5407	1	data unknown	2245.06	0	0
5408	1	data unknown	1427.41	0	0
5409	1	data unknown	5.85175	0	0
5410	1	data unknown	2078.62	0	0
5411	1	data unknown	750.732	0	0
5412	1	data unknown	2493.25	0	0
5413	1	data unknown	2503.89	0	0
5414	1	data unknown	2331.08	0	0
5415	1	data unknown	903.969	0	0
5416	1	data unknown	1642.89	0	0
5417	1	data unknown	1364.97	0	0
5418	1	data unknown	2177.75	0	0
5419	1	data unknown	959.961	0	0
5420	1	data unknown	1439.23	0	0
5421	1	data unknown	77.6062	0	0
5422	1	data unknown	1162.63	0	0
5423	1	data unknown	2204.29	0	0
5424	1	data unknown	1968.3	0	0
5425	1	data unknown	224.602	0	0
5426	1	data unknown	1995.93	0	0
5427	1	data unknown	2190.08	0	0
5428	1	data unknown	84.5108	0	0
5429	1	data unknown	2086.08	0	0
5430	1	data unknown	866.6	0	0
5431	1	data unknown	2304.81	0	0
5432	1	data unknown	757.812	0	0
5433	1	data unknown	2176.43	0	0
5434	1	data unknown	3351.47	0	0
5435	1	data unknown	778.496	0	0
5436	1	data unknown	2625.47	0	0
5437	1	data unknown	3003.68	0	0
5438	1	data unknown	1552.27	0	0
5439	1	data unknown	2166.86	0	0
5440	1	data unknown	535.233	0	0
5441	1	data unknown	2476.43	0	0
5442	1	data unknown	113.319	0	0
5443	1	data unknown	1659.75	0	0
5444	1	data unknown	288.399	0	0
5445	1	data unknown	639.702	0	0
5446	1	data unknown	348.137	0	0
5447	1	data unknown	1928.63	0	0
5448	1	data unknown	2614.84	0	0
5449	1	data unknown	1394.33	0	0
5450	1	data unknown	1614.3	0	0
5451	1	data unknown	1677.43	0	0
5452	1	data unknown	288.3	0	0
5453	1	data unknown	2072.64	0	0
5454	1	data unknown	749.725	0	0
5455	1	data unknown	2285.87	0	0
5456	1	data unknown	2305.03	0	0
5457	1	data unknown	1340.05	0	0
5458	1	data unknown	1322.33	0	0
5459	1	data unknown	2407.66	0	0
5460	1	data unknown	234.718	0	0
5461	1	data unknown	1036.16	0	0
5462	1	data unknown	2164.67	0	0
5463	1	data unknown	2172.57	0	0
5464	1	data unknown	2753.23	0	0
5465	1	data unknown	1177.69	0	0
5466	1	data unknown	2175.67	0	0
5467	1	data unknown	1205.71	0	0
5468	1	data unknown	1695.61	0	0
5469	1	data unknown	108.994	0	0
5470	1	data unknown	2072.94	0	0
5471	1	data unknown	2455.33	0	0
5472	1	data unknown	2058.45	0	0
5473	1	data unknown	2517.3	0	0
5474	1	data unknown	515.35	0	0
5475	1	data unknown	799.667	0	0
5476	1	data unknown	2553.36	0	0
5477	1	data unknown	3755.7	0	0
5478	1	data unknown	909.363	0	0
5479	1	data unknown	445.213	0	0
5480	1	data unknown	108.322	0	0
5481	1	data unknown	2526.54	0	0
5482	1	data unknown	2121.08	0	0
5483	1	data unknown	183.395	0	0
5484	1	data unknown	2160.66	0	0
5485	1	data unknown	1370.38	0	0
5486	1	data unknown	1278.36	0	0
5487	1	data unknown	1308.48	0	0
5488	1	data unknown	91.3086	0	0
5489	1	data unknown	4475.38	0	0
5490	1	data unknown	3053.33	0	0
5491	1	data unknown	204.575	0	0
5492	1	data unknown	522.285	0	0
5493	1	data unknown	2009.77	0	0
5494	1	data unknown	792.519	0	0
5495	1	data unknown	540.138	0	0
5496	1	data unknown	777.313	0	0
5497	1	data unknown	1235.51	0	0
5498	1	data unknown	2440.19	0	0
5499	1	data unknown	901.306	0	0
5500	1	data unknown	2093.36	0	0
5501	1	data unknown	3521.21	0	0
5502	1	data unknown	1961.91	0	0
5503	1	data unknown	3702.99	0	0
5504	1	data unknown	204.391	0	0
5505	1	data unknown	2402.46	0	0
5506	1	data unknown	232.3	0	0
5507	1	data unknown	726.143	0	0
5508	1	data unknown	389.206	0	0
5509	1	data unknown	2379.39	0	0
5510	1	data unknown	847.42	0	0
5511	1	data unknown	1414.07	0	0
5512	1	data unknown	695.244	0	0
5513	1	data unknown	1046.78	0	0
5514	1	data unknown	2349.22	0	0
5515	1	data unknown	2000.74	0	0
5516	1	data unknown	1136.87	0	0
5517	1	data unknown	2573.18	0	0
5518	1	data unknown	2055.21	0	0
5519	1	data unknown	1113.49	0	0
5520	1	data unknown	1210.83	0	0
5521	1	data unknown	1339.48	0	0
5522	1	data unknown	679.512	0	0
5523	1	data unknown	2399.92	0	0
5524	1	data unknown	203.804	0	0
5525	1	data unknown	515.06	0	0
5526	1	data unknown	1568.49	0	0
5527	1	data unknown	1489.75	0	0
5528	1	data unknown	2012.87	0	0
5529	1	data unknown	1000.25	0	0
5530	1	data unknown	2067.62	0	0
5531	1	data unknown	119.553	0	0
5532	1	data unknown	143.295	0	0
5533	1	data unknown	783.119	0	0
5534	1	data unknown	402.13	0	0
5535	1	data unknown	758.522	0	0
5536	1	data unknown	233.253	0	0
5537	1	data unknown	2201.09	0	0
5538	1	data unknown	934.227	0	0
5539	1	data unknown	96.4737	0	0
5540	1	data unknown	2451.39	0	0
5541	1	data unknown	2498.94	0	0
5542	1	data unknown	394.18	0	0
5543	1	data unknown	1829.16	0	0
5544	1	data unknown	13.5574	0	0
5545	1	data unknown	1126.98	0	0
5546	1	data unknown	965.538	0	0
5547	1	data unknown	208.71	0	0
5548	1	data unknown	2460.73	0	0
5549	1	data unknown	1166.99	0	0
5550	1	data unknown	943.237	0	0
5551	1	data unknown	2164.77	0	0
5552	1	data unknown	809.036	0	0
5553	1	data unknown	102.272	0	0
5554	1	data unknown	2641.3	0	0
5555	1	data unknown	700.966	0	0
5556	1	data unknown	1223.38	0	0
5557	1	data unknown	1941.99	0	0
5558	1	data unknown	1902.03	0	0
5559	1	data unknown	852.196	0	0
5560	1	data unknown	674.873	0	0
5561	1	data unknown	1059.99	0	0
5562	1	data unknown	2470.84	0	0
5563	1	data unknown	1381.58	0	0
5564	1	data unknown	2252.39	0	0
5565	1	data unknown	4825.92	0	0
5566	1	data unknown	729.103	0	0
5567	1	data unknown	1128.89	0	0
5568	1	data unknown	2429.8	0	0
5569	1	data unknown	765.091	0	0
5570	1	data unknown	2937.65	0	0
5571	1	data unknown	2073.5	0	0
5572	1	data unknown	360.229	0	0
5573	1	data unknown	496.864	0	0
5574	1	data unknown	2114.57	0	0
5575	1	data unknown	300.278	0	0
5576	1	data unknown	530.472	0	0
5577	1	data unknown	2797.54	0	0
5578	1	data unknown	2056.95	0	0
5579	1	data unknown	400.604	0	0
5580	1	data unknown	868.256	0	0
5581	1	data unknown	205.162	0	0
5582	1	data unknown	765.198	0	0
5583	1	data unknown	755.852	0	0
5584	1	data unknown	201.66	0	0
5585	1	data unknown	1620.46	0	0
5586	1	data unknown	2310.36	0	0
5587	1	data unknown	777.39	0	0
5588	1	data unknown	155.22	0	0
5589	1	data unknown	850.922	0	0
5590	1	data unknown	399.094	0	0
5591	1	data unknown	263.817	0	0
5592	1	data unknown	2849	0	0
5593	1	data unknown	267.166	0	0
5594	1	data unknown	2532.34	0	0
5595	1	data unknown	778.503	0	0
5596	1	data unknown	1288.44	0	0
5597	1	data unknown	395.37	0	0
5598	1	data unknown	2155.85	0	0
5599	1	data unknown	1385.09	0	0
5600	1	data unknown	955.147	0	0
5601	1	data unknown	28.8086	0	0
5602	1	data unknown	2150.5	0	0
5603	1	data unknown	2097.62	0	0
5604	1	data unknown	1765.69	0	0
